"","region","year","vrp"
"1278","Свердловская область",1999,112407
"1279","Свердловская область",2000,156077
"1280","Свердловская область",2001,199859.1
"1281","Свердловская область",2002,234866.4
"1282","Свердловская область",2003,284576.3
"1283","Свердловская область",2004,364368.8
"1284","Свердловская область",2005,475575.5
"1285","Свердловская область",2006,653908.3
"1286","Свердловская область",2007,820792.5
"1287","Свердловская область",2008,923550.8
"1288","Свердловская область",2009,825267.4
"1289","Свердловская область",2010,1046600.1
"1290","Свердловская область",2011,1291019.1
"1291","Свердловская область",2012,1484879
"1292","Свердловская область",2013,1568655.2
"1293","Свердловская область",2014,1659783.9
"1294","Свердловская область",2015,1822835
"1295","Свердловская область",2016,2109619.1
"1296","Свердловская область",2017,2259526
"1297","Свердловская область",2018,2423689.4
"1298","Свердловская область",2019,2529549.3
"1299","Тюменская область",1998,188611.3
"1300","Тюменская область",1999,316194.7
"1301","Тюменская область",2000,570790.2
"1302","Тюменская область",2001,753119.2
"1303","Тюменская область",2002,898722.4
"1304","Тюменская область",2003,1117514.4
"1305","Тюменская область",2004,1536733.7
"1306","Тюменская область",2005,2215584.4
"1307","Тюменская область",2006,2551355.4
"1308","Тюменская область",2007,2758813.1
"1309","Тюменская область",2008,3121401.3
"1310","Тюменская область",2009,2870284
"1311","Тюменская область",2010,3301573.3
"1312","Тюменская область",2011,4112596
"1313","Тюменская область",2012,4625467.5
"1314","Тюменская область",2013,4950207.4
"1315","Тюменская область",2014,5295348.5
"1316","Тюменская область",2015,5851557.8
"1317","Тюменская область",2016,6125961.8
"1318","Тюменская область",2017,7097070.2
"1319","Тюменская область",2018,8875003.7
"1320","Тюменская область",2019,8919088.8
"1321","в т.ч. Ханты-Мансийский автономный округ-Югра",1998,NA
"1322","в т.ч. Ханты-Мансийский автономный округ-Югра",1999,NA
"1323","в т.ч. Ханты-Мансийский автономный округ-Югра",2000,403822.2
"1324","в т.ч. Ханты-Мансийский автономный округ-Югра",2001,497981.4
"1325","в т.ч. Ханты-Мансийский автономный округ-Югра",2002,552483.5
"1326","в т.ч. Ханты-Мансийский автономный округ-Югра",2003,717219.7
"1327","в т.ч. Ханты-Мансийский автономный округ-Югра",2004,956196.5
"1328","в т.ч. Ханты-Мансийский автономный округ-Югра",2005,1399335.9
"1329","в т.ч. Ханты-Мансийский автономный округ-Югра",2006,1594097.1
"1330","в т.ч. Ханты-Мансийский автономный округ-Югра",2007,1728340.2
"1331","в т.ч. Ханты-Мансийский автономный округ-Югра",2008,1937159.1
"1332","в т.ч. Ханты-Мансийский автономный округ-Югра",2009,1778637.1
"1333","в т.ч. Ханты-Мансийский автономный округ-Югра",2010,1971870.5
"1334","в т.ч. Ханты-Мансийский автономный округ-Югра",2011,2440432.6
"1335","в т.ч. Ханты-Мансийский автономный округ-Югра",2012,2703558.8
"1336","в т.ч. Ханты-Мансийский автономный округ-Югра",2013,2729122.4
"1337","в т.ч. Ханты-Мансийский автономный округ-Югра",2014,2860498.9
"1338","в т.ч. Ханты-Мансийский автономный округ-Югра",2015,3154058.7
"1339","в т.ч. Ханты-Мансийский автономный округ-Югра",2016,3130196.4
"1340","в т.ч. Ханты-Мансийский автономный округ-Югра",2017,3557367.1
"1341","в т.ч. Ханты-Мансийский автономный округ-Югра",2018,4506739.7
"1342","в т.ч. Ханты-Мансийский автономный округ-Югра",2019,4563061.5
"1343","Ямало-Ненецкий автономный округ",1998,NA
"1344","Ямало-Ненецкий автономный округ",1999,NA
"1345","Ямало-Ненецкий автономный округ",2000,117100.8
"1346","Ямало-Ненецкий автономный округ",2001,184315.9
"1347","Ямало-Ненецкий автономный округ",2002,262447.4
"1348","Ямало-Ненецкий автономный округ",2003,283181.2
"1349","Ямало-Ненецкий автономный округ",2004,355718.4
"1350","Ямало-Ненецкий автономный округ",2005,441721.8
"1351","Ямало-Ненецкий автономный округ",2006,546365.8
"1352","Ямало-Ненецкий автономный округ",2007,594678.6
"1353","Ямало-Ненецкий автономный округ",2008,719397
"1354","Ямало-Ненецкий автономный округ",2009,649640
"1355","Ямало-Ненецкий автономный округ",2010,782214.9
"1356","Ямало-Ненецкий автономный округ",2011,966110.4
"1357","Ямало-Ненецкий автономный округ",2012,1191271.9
"1358","Ямало-Ненецкий автономный округ",2013,1375878.8
"1359","Ямало-Ненецкий автономный округ",2014,1633382.2
"1360","Ямало-Ненецкий автономный округ",2015,1791825.6
"1361","Ямало-Ненецкий автономный округ",2016,2028234.6
"1362","Ямало-Ненецкий автономный округ",2017,2456293.7
"1363","Ямало-Ненецкий автономный округ",2018,3051613.1
"1364","Ямало-Ненецкий автономный округ",2019,3100561.1
"1365","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",1998,NA
"1366","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",1999,NA
"1367","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2000,NA
"1368","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2001,NA
"1369","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2002,NA
"1370","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2003,NA
"1371","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2004,NA
"1372","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2005,NA
"1373","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2006,NA
"1374","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2007,NA
"1375","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2008,NA
"1376","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2009,NA
"1377","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2010,NA
"1378","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2011,706053
"1379","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2012,730636.8
"1380","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2013,845206.2
"1381","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2014,801467.4
"1382","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2015,905673.5
"1383","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2016,967530.8
"1384","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2017,1083409.4
"1385","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2018,1316650.9
"1386","Тюменская область (без Ханты-Мансийского авт.округа-Югра и Ямало-Ненецкого авт.округа)",2019,1255466.2
"1387","Челябинская область",1998,44611.9
"1388","Челябинская область",1999,79117.6
"1389","Челябинская область",2000,120561
"1390","Челябинская область",2001,142461.9
"1391","Челябинская область",2002,172446.4
"1392","Челябинская область",2003,220185.2
"1393","Челябинская область",2004,291179.9
"1394","Челябинская область",2005,349957.2
"1395","Челябинская область",2006,446918
"1396","Челябинская область",2007,575643.7
"1397","Челябинская область",2008,664492.7
"1398","Челябинская область",2009,556985.3
"1399","Челябинская область",2010,652865.5
"1400","Челябинская область",2011,774401
"1401","Челябинская область",2012,841972.3
"1402","Челябинская область",2013,882339.6
"1403","Челябинская область",2014,993900.6
"1404","Челябинская область",2015,1209242.7
"1405","Челябинская область",2016,1332761.4
"1406","Челябинская область",2017,1416613.3
"1407","Челябинская область",2018,1521325.4
"1408","Челябинская область",2019,1545582.5
"1409","Республика Алтай",1998,1527.6
"1410","Республика Алтай",1999,2186.2
"1411","Республика Алтай",2000,2737.5
"1412","Республика Алтай",2001,4499.4
"1413","Республика Алтай",2002,5310.6
"1414","Республика Алтай",2003,6903.9
"1415","Республика Алтай",2004,8516.7
"1416","Республика Алтай",2005,8805.8
"1417","Республика Алтай",2006,11609.4
"1418","Республика Алтай",2007,15108.5
"1419","Республика Алтай",2008,18701
"1420","Республика Алтай",2009,19911.6
"1421","Республика Алтай",2010,22393.7
"1422","Республика Алтай",2011,26380.8
"1423","Республика Алтай",2012,30444.6
"1424","Республика Алтай",2013,33313.5
"1425","Республика Алтай",2014,39191.9
"1426","Республика Алтай",2015,42165.7
"1427","Республика Алтай",2016,47434.9
"1428","Республика Алтай",2017,48415.2
"1429","Республика Алтай",2018,54069.4
"1430","Республика Алтай",2019,58976.8
"1431","Республика Тыва",1998,1958.5
"1432","Республика Тыва",1999,2727.9
"1433","Республика Тыва",2000,3594.1
"1434","Республика Тыва",2001,5197.2
"1435","Республика Тыва",2002,6847.4
"1436","Республика Тыва",2003,8121.2
"1437","Республика Тыва",2004,9838.5
"1438","Республика Тыва",2005,11662.5
"1439","Республика Тыва",2006,15146.8
"1440","Республика Тыва",2007,19384.2
"1441","Республика Тыва",2008,23870.5
"1442","Республика Тыва",2009,26921.9
"1443","Республика Тыва",2010,30772.8
"1444","Республика Тыва",2011,33398.9
"1445","Республика Тыва",2012,37369.1
"1446","Республика Тыва",2013,41298.7
"1447","Республика Тыва",2014,45947.9
"1448","Республика Тыва",2015,47289.6
"1449","Республика Тыва",2016,58001.1
"1450","Республика Тыва",2017,65038.9
"1451","Республика Тыва",2018,73681.6
"1452","Республика Тыва",2019,79211.5
"1453","Республика Хакасия",1998,8158.8
"1454","Республика Хакасия",1999,13192.3
"1455","Республика Хакасия",2000,17418.1
"1456","Республика Хакасия",2001,20041
"1457","Республика Хакасия",2002,25423.3
"1458","Республика Хакасия",2003,28969.2
"1459","Республика Хакасия",2004,33102.9
"1460","Республика Хакасия",2005,41727.5
"1461","Республика Хакасия",2006,53689.3
"1462","Республика Хакасия",2007,63722
"1463","Республика Хакасия",2008,72308.8
"1464","Республика Хакасия",2009,81019.9
"1465","Республика Хакасия",2010,96039.8
"1466","Республика Хакасия",2011,113088.1
"1467","Республика Хакасия",2012,130638.5
"1468","Республика Хакасия",2013,141850.5
"1469","Республика Хакасия",2014,158372.8
"1470","Республика Хакасия",2015,170413.1
"1471","Республика Хакасия",2016,207742.6
"1472","Республика Хакасия",2017,218148.4
"1473","Республика Хакасия",2018,242341.1
"1474","Республика Хакасия",2019,256250.8
"1475","Алтайский край",1998,21365.9
"1476","Алтайский край",1999,32430.6
"1477","Алтайский край",2000,46736.8
"1478","Алтайский край",2001,61854.4
"1479","Алтайский край",2002,73107.4
"1480","Алтайский край",2003,88733.3
"1481","Алтайский край",2004,114840.5
"1482","Алтайский край",2005,135686.4
"1483","Алтайский край",2006,173810.5
"1484","Алтайский край",2007,223563.4
"1485","Алтайский край",2008,259343.1
"1486","Алтайский край",2009,265613.3
"1487","Алтайский край",2010,302900.7
"1488","Алтайский край",2011,332117.8
"1489","Алтайский край",2012,368995.2
"1490","Алтайский край",2013,416110.3
"1491","Алтайский край",2014,446023.8
"1492","Алтайский край",2015,487903.3
"1493","Алтайский край",2016,532401.5
"1494","Алтайский край",2017,545303
"1495","Алтайский край",2018,579740.5
"1496","Алтайский край",2019,630813.8
"1497","Красноярский край",1998,70150.1
"1498","Красноярский край",1999,124516.5
"1499","Красноярский край",2000,214662.7
"1500","Красноярский край",2001,239420
"1501","Красноярский край",2002,230994.9
"1502","Красноярский край",2003,272727
"1503","Красноярский край",2004,365454.1
"1504","Красноярский край",2005,439736.9
"1505","Красноярский край",2006,585881.9
"1506","Красноярский край",2007,734154.8
"1507","Красноярский край",2008,737950.5
"1508","Красноярский край",2009,749194.8
"1509","Красноярский край",2010,1055525
"1510","Красноярский край",2011,1170827.3
"1511","Красноярский край",2012,1183228
"1512","Красноярский край",2013,1256934.1
"1513","Красноярский край",2014,1410719.9
"1514","Красноярский край",2015,1667041.1
"1515","Красноярский край",2016,1821899.9
"1516","Красноярский край",2017,1977016.1
"1517","Красноярский край",2018,2374749.9
"1518","Красноярский край",2019,2692239.2
"1519","Иркутская область",1998,50422.2
"1520","Иркутская область",1999,77701.2
"1521","Иркутская область",2000,103013.8
"1522","Иркутская область",2001,120240
"1523","Иркутская область",2002,140195.9
"1524","Иркутская область",2003,167927.1
"1525","Иркутская область",2004,213244.2
"1526","Иркутская область",2005,258095.5
"1527","Иркутская область",2006,330834.3
"1528","Иркутская область",2007,402654.7
"1529","Иркутская область",2008,438852.4
"1530","Иркутская область",2009,458774.9
"1531","Иркутская область",2010,546141
"1532","Иркутская область",2011,634561.4
"1533","Иркутская область",2012,737971.6
"1534","Иркутская область",2013,805197.5
"1535","Иркутская область",2014,916317.5
"1536","Иркутская область",2015,1001717.6
"1537","Иркутская область",2016,1139206.8
"1538","Иркутская область",2017,1268311.7
"1539","Иркутская область",2018,1460512.2
"1540","Иркутская область",2019,1545680.6
"1541","Кемеровская область",1998,42890.2
"1542","Кемеровская область",1999,64491.4
"1543","Кемеровская область",2000,88728.1
"1544","Кемеровская область",2001,113800.2
"1545","Кемеровская область",2002,136156.7
"1546","Кемеровская область",2003,164903.1
"1547","Кемеровская область",2004,244462
"1548","Кемеровская область",2005,295378.4
"1549","Кемеровская область",2006,342210.6
"1550","Кемеровская область",2007,437790.2
"1551","Кемеровская область",2008,575901.9
"1552","Кемеровская область",2009,512408
"1553","Кемеровская область",2010,625914.9
"1554","Кемеровская область",2011,751198.4
"1555","Кемеровская область",2012,718320.4
"1556","Кемеровская область",2013,667950.5
"1557","Кемеровская область",2014,752024
"1558","Кемеровская область",2015,843345.4
"1559","Кемеровская область",2016,903348.9
"1560","Кемеровская область",2017,1097861
"1561","Кемеровская область",2018,1266424.5
"1562","Кемеровская область",2019,1110415.1
"1563","Новосибирская область",1998,34399
"1564","Новосибирская область",1999,52746.5
"1565","Новосибирская область",2000,72012.7
"1566","Новосибирская область",2001,95298.9
"1567","Новосибирская область",2002,123084.5
"1568","Новосибирская область",2003,153798.9
"1569","Новосибирская область",2004,191826.7
"1570","Новосибирская область",2005,235381.8
"1571","Новосибирская область",2006,296064.5
"1572","Новосибирская область",2007,365531.2
"1573","Новосибирская область",2008,453574.6
"1574","Новосибирская область",2009,425400.2
"1575","Новосибирская область",2010,484141.3
"1576","Новосибирская область",2011,598563.5
"1577","Новосибирская область",2012,728154
"1578","Новосибирская область",2013,817516.7
"1579","Новосибирская область",2014,911219
"1580","Новосибирская область",2015,1021642.9
"1581","Новосибирская область",2016,1074794.7
"1582","Новосибирская область",2017,1179564.2
"1583","Новосибирская область",2018,1301631.1
"1584","Новосибирская область",2019,1409192
"1585","Омская область",1998,26855
"1586","Омская область",1999,33734.7
"1587","Омская область",2000,46028.4
"1588","Омская область",2001,61535.7
"1589","Омская область",2002,92628.7
"1590","Омская область",2003,115029.5
"1591","Омская область",2004,192877.3
"1592","Омская область",2005,220686.1
"1593","Омская область",2006,262506.7
"1594","Омская область",2007,296004.7
"1595","Омская область",2008,347760.3
"1596","Омская область",2009,336259.6
"1597","Омская область",2010,382620.4
"1598","Омская область",2011,451418.8
"1599","Омская область",2012,491507.6
"1600","Омская область",2013,551734
"1601","Омская область",2014,602605.1
"1602","Омская область",2015,618127.7
"1603","Омская область",2016,669480.4
"1604","Омская область",2017,699716.5
"1605","Омская область",2018,736076.8
"1606","Омская область",2019,772954.7
"1607","Томская область",1998,20288.1
"1608","Томская область",1999,26663.2
"1609","Томская область",2000,40539.5
"1610","Томская область",2001,57041.1
"1611","Томская область",2002,75547
"1612","Томская область",2003,97084.3
"1613","Томская область",2004,132439.3
"1614","Томская область",2005,159578.5
"1615","Томская область",2006,188800.7
"1616","Томская область",2007,214487
"1617","Томская область",2008,248906.2
"1618","Томская область",2009,245808.3
"1619","Томская область",2010,284676.7
"1620","Томская область",2011,333885.7
"1621","Томская область",2012,371472.9
"1622","Томская область",2013,402562.1
"1623","Томская область",2014,430266.8
"1624","Томская область",2015,471456.7
"1625","Томская область",2016,521043.5
"1626","Томская область",2017,554393.9
"1627","Томская область",2018,612431.7
"1628","Томская область",2019,622805.3
"1629","Республика Бурятия",1998,11140
"1630","Республика Бурятия",1999,16185.4
"1631","Республика Бурятия",2000,21574.5
"1632","Республика Бурятия",2001,30075.1
"1633","Республика Бурятия",2002,37884.5
"1634","Республика Бурятия",2003,52253.7
"1635","Республика Бурятия",2004,63918.5
"1636","Республика Бурятия",2005,74912.9
"1637","Республика Бурятия",2006,91712.4
"1638","Республика Бурятия",2007,107442
"1639","Республика Бурятия",2008,124738.5
"1640","Республика Бурятия",2009,121187.7
"1641","Республика Бурятия",2010,133525.6
"1642","Республика Бурятия",2011,153624.1
"1643","Республика Бурятия",2012,164737.8
"1644","Республика Бурятия",2013,176888.9
"1645","Республика Бурятия",2014,186492.9
"1646","Республика Бурятия",2015,202823.4
"1647","Республика Бурятия",2016,220764.6
"1648","Республика Бурятия",2017,224594.1
"1649","Республика Бурятия",2018,258578.6
"1650","Республика Бурятия",2019,285832.2
"1651","Республика Саха (Якутия)",1998,33632.4
"1652","Республика Саха (Якутия)",1999,62750.8
"1653","Республика Саха (Якутия)",2000,81960.4
"1654","Республика Саха (Якутия)",2001,100922.4
"1655","Республика Саха (Якутия)",2002,115117.1
"1656","Республика Саха (Якутия)",2003,132964.1
"1657","Республика Саха (Якутия)",2004,153496.7
"1658","Республика Саха (Якутия)",2005,183027
"1659","Республика Саха (Якутия)",2006,206845
"1660","Республика Саха (Якутия)",2007,242656.5
"1661","Республика Саха (Якутия)",2008,309518.3
"1662","Республика Саха (Якутия)",2009,328201.7
"1663","Республика Саха (Якутия)",2010,386825.1
"1664","Республика Саха (Якутия)",2011,486830.9
"1665","Республика Саха (Якутия)",2012,541306.8
"1666","Республика Саха (Якутия)",2013,570284.7
"1667","Республика Саха (Якутия)",2014,658140.4
"1668","Республика Саха (Якутия)",2015,747601.7
"1669","Республика Саха (Якутия)",2016,889449.3
"1670","Республика Саха (Якутия)",2017,942029.6
"1671","Республика Саха (Якутия)",2018,1126774.7
"1672","Республика Саха (Якутия)",2019,1220319.8
"1673","Забайкальский край",1998,12864.6
"1674","Забайкальский край",1999,20783.9
"1675","Забайкальский край",2000,30024.6
"1676","Забайкальский край",2001,35139.2
"1677","Забайкальский край",2002,44555.8
"1678","Забайкальский край",2003,53145.5
"1679","Забайкальский край",2004,61261.8
"1680","Забайкальский край",2005,69647.1
"1681","Забайкальский край",2006,90732.1
"1682","Забайкальский край",2007,110822.4
"1683","Забайкальский край",2008,140302
"1684","Забайкальский край",2009,148587.9
"1685","Забайкальский край",2010,166742.5
"1686","Забайкальский край",2011,203869
"1687","Забайкальский край",2012,223968.8
"1688","Забайкальский край",2013,229239.4
"1689","Забайкальский край",2014,234840.8
"1690","Забайкальский край",2015,247666.2
"1691","Забайкальский край",2016,279140.7
"1692","Забайкальский край",2017,306596.5
"1693","Забайкальский край",2018,339838.9
"1694","Забайкальский край",2019,364555.6
"1695","Камчатский край",1998,11678.2
"1696","Камчатский край",1999,14919.8
"1697","Камчатский край",2000,18140.7
"1698","Камчатский край",2001,23031.7
"1699","Камчатский край",2002,25881.9
"1700","Камчатский край",2003,29747
"1701","Камчатский край",2004,35139.3
"1702","Камчатский край",2005,43974.3
"1703","Камчатский край",2006,56119.8
"1704","Камчатский край",2007,66076.8
"1705","Камчатский край",2008,77854.3
"1706","Камчатский край",2009,94643.2
"1707","Камчатский край",2010,103123.2
"1708","Камчатский край",2011,114375.9
"1709","Камчатский край",2012,127412.7
"1710","Камчатский край",2013,133364
"1711","Камчатский край",2014,145761.3
"1712","Камчатский край",2015,175404.8
"1713","Камчатский край",2016,224091
"1714","Камчатский край",2017,228167.2
"1715","Камчатский край",2018,263151.3
"1716","Камчатский край",2019,279672.7
"1717","Приморский край",1998,31373.1
"1718","Приморский край",1999,53242.2
"1719","Приморский край",2000,62088.5
"1720","Приморский край",2001,72826.1
"1721","Приморский край",2002,96832.3
"1722","Приморский край",2003,119333.7
"1723","Приморский край",2004,152301.1
"1724","Приморский край",2005,186623.3
"1725","Приморский край",2006,215934.4
"1726","Приморский край",2007,259041.4
"1727","Приморский край",2008,316581.9
"1728","Приморский край",2009,368996.7
"1729","Приморский край",2010,470679.2
"1730","Приморский край",2011,549722.8
"1731","Приморский край",2012,557489.3
"1732","Приморский край",2013,577473.9
"1733","Приморский край",2014,642423
"1734","Приморский край",2015,717609.9
"1735","Приморский край",2016,860803.6
"1736","Приморский край",2017,906265
"1737","Приморский край",2018,965485.2
"1738","Приморский край",2019,1066724.7
"1739","Хабаровский край",1998,29309.6
"1740","Хабаровский край",1999,40306.9
"1741","Хабаровский край",2000,64794.8
"1742","Хабаровский край",2001,79891.5
"1743","Хабаровский край",2002,101048.6
"1744","Хабаровский край",2003,116318.1
"1745","Хабаровский край",2004,133330.5
"1746","Хабаровский край",2005,161194.4
"1747","Хабаровский край",2006,194259.6
"1748","Хабаровский край",2007,231293.2
"1749","Хабаровский край",2008,269178.6
"1750","Хабаровский край",2009,276895.4
"1751","Хабаровский край",2010,353590.3
"1752","Хабаровский край",2011,399594.2
"1753","Хабаровский край",2012,437994.3
"1754","Хабаровский край",2013,498067.2
"1755","Хабаровский край",2014,539338.4
"1756","Хабаровский край",2015,595792.3
"1757","Хабаровский край",2016,672660.4
"1758","Хабаровский край",2017,697951
"1759","Хабаровский край",2018,761589.2
"1760","Хабаровский край",2019,802972.2
"1761","Амурская область",1998,14436.1
"1762","Амурская область",1999,20676.3
"1763","Амурская область",2000,26315.2
"1764","Амурская область",2001,39052.8
"1765","Амурская область",2002,45717.5
"1766","Амурская область",2003,53199.9
"1767","Амурская область",2004,64250.2
"1768","Амурская область",2005,76861.2
"1769","Амурская область",2006,95090.9
"1770","Амурская область",2007,111761.2
"1771","Амурская область",2008,131563.7
"1772","Амурская область",2009,151118.6
"1773","Амурская область",2010,178689.6
"1774","Амурская область",2011,225401.7
"1775","Амурская область",2012,229407.1
"1776","Амурская область",2013,210700.9
"1777","Амурская область",2014,232053
"1778","Амурская область",2015,277380.4
"1779","Амурская область",2016,297531
"1780","Амурская область",2017,299181
"1781","Амурская область",2018,334164.4
"1782","Амурская область",2019,412481.1
"1783","Магаданская область",1998,6983.4
"1784","Магаданская область",1999,10538.7
"1785","Магаданская область",2000,13009.5
"1786","Магаданская область",2001,17151.6
"1787","Магаданская область",2002,22374.8
"1788","Магаданская область",2003,24325.9
"1789","Магаданская область",2004,24612.3
"1790","Магаданская область",2005,27167.8
"1791","Магаданская область",2006,31203.2
"1792","Магаданская область",2007,35314.4
"1793","Магаданская область",2008,42053.8
"1794","Магаданская область",2009,47895.9
"1795","Магаданская область",2010,59619.7
"1796","Магаданская область",2011,72174.2
"1797","Магаданская область",2012,78417.9
"1798","Магаданская область",2013,88905.9
"1799","Магаданская область",2014,96936.8
"1800","Магаданская область",2015,125798.3
"1801","Магаданская область",2016,153879.8
"1802","Магаданская область",2017,161851.2
"1803","Магаданская область",2018,176370.6
"1804","Магаданская область",2019,213579.8
"1805","Сахалинская область",1998,12610.5
"1806","Сахалинская область",1999,26269.9
"1807","Сахалинская область",2000,34777
"1808","Сахалинская область",2001,47140.1
"1809","Сахалинская область",2002,47139.8
"1810","Сахалинская область",2003,63139.2
"1811","Сахалинская область",2004,91729.6
"1812","Сахалинская область",2005,121014.1
"1813","Сахалинская область",2006,166105.4
"1814","Сахалинская область",2007,286273
"1815","Сахалинская область",2008,333581.6
"1816","Сахалинская область",2009,392380.1
"1817","Сахалинская область",2010,487659.5
"1818","Сахалинская область",2011,600247.9
"1819","Сахалинская область",2012,641886.4
"1820","Сахалинская область",2013,671743.6
"1821","Сахалинская область",2014,799165.4
"1822","Сахалинская область",2015,837495.2
"1823","Сахалинская область",2016,762510.3
"1824","Сахалинская область",2017,784503.4
"1825","Сахалинская область",2018,1233164.7
"1826","Сахалинская область",2019,1173894.8
"1827","Еврейская автономная область",1998,1510.1
"1828","Еврейская автономная область",1999,3026
"1829","Еврейская автономная область",2000,3784
"1830","Еврейская автономная область",2001,4788.9
"1831","Еврейская автономная область",2002,6838.5
"1832","Еврейская автономная область",2003,8564.6
"1833","Еврейская автономная область",2004,11230.9
"1834","Еврейская автономная область",2005,14204.2
"1835","Еврейская автономная область",2006,17976.8
"1836","Еврейская автономная область",2007,23726.1
"1837","Еврейская автономная область",2008,23977
"1838","Еврейская автономная область",2009,25320
"1839","Еврейская автономная область",2010,31555.9
"1840","Еврейская автономная область",2011,39467
"1841","Еврейская автономная область",2012,42743.6
"1842","Еврейская автономная область",2013,38428.7
"1843","Еврейская автономная область",2014,41948.1
"1844","Еврейская автономная область",2015,44554.8
"1845","Еврейская автономная область",2016,48563.2
"1846","Еврейская автономная область",2017,55268
"1847","Еврейская автономная область",2018,54577.8
"1848","Еврейская автономная область",2019,56570.5
"1849","Чукотский автономный округ",1998,2635
"1850","Чукотский автономный округ",1999,3198.7
"1851","Чукотский автономный округ",2000,3931.4
"1852","Чукотский автономный округ",2001,6944.6
"1853","Чукотский автономный округ",2002,10155.4
"1854","Чукотский автономный округ",2003,13501.1
"1855","Чукотский автономный округ",2004,12357.8
"1856","Чукотский автономный округ",2005,12355.4
"1857","Чукотский автономный округ",2006,15538
"1858","Чукотский автономный округ",2007,20984.1
"1859","Чукотский автономный округ",2008,30558.7
"1860","Чукотский автономный округ",2009,45067.6
"1861","Чукотский автономный округ",2010,38978.1
"1862","Чукотский автономный округ",2011,44757.6
"1863","Чукотский автономный округ",2012,45633.9
"1864","Чукотский автономный округ",2013,44466.9
"1865","Чукотский автономный округ",2014,57751.3
"1866","Чукотский автономный округ",2015,61735.5
"1867","Чукотский автономный округ",2016,72174.1
"1868","Чукотский автономный округ",2017,72873.8
"1869","Чукотский автономный округ",2018,83422.6
"1870","Чукотский автономный округ",2019,94884.3
